num_threads,spacing(mm),length(mm),force_mag(N),nonlinearity,memory
4,90.0,449.99999999999994,5.0,0.4097198552603862,0.18513465870117435
4,100.0,500.0,5.0,0.3835987485949889,0.20800045239220674
4,110.0,550.0,5.0,0.3707987857403479,0.2180700553756663
4,120.0,600.0,5.0,0.3431138213838114,0.19468520108708373
4,130.0,650.0,5.0,0.37147934641335256,0.23098294477763578
4,140.0,700.0000000000001,5.0,0.35216001601893787,0.2533492121556525
4,150.0,750.0,5.0,0.3486802559754395,0.2329771163572606
4,40.0,200.0,3.75,0.5389964571489714,0.15382596285774566
4,50.0,250.0,3.75,0.4697230590133484,0.1711344743735288
4,60.0,300.0,3.75,0.42876793655187634,0.16746270253686313
4,70.0,350.00000000000006,3.75,0.4315201853312066,0.18696566432821804
4,80.0,400.0,3.75,0.400223738980136,0.19050477577933397
4,90.0,449.99999999999994,3.75,0.40956866378287843,0.20691361220047869
4,100.0,500.0,3.75,0.3797915324900279,0.21268168593840214
4,110.0,550.0,3.75,0.3954982146780147,0.2253830784206176
4,120.0,600.0,3.75,0.38480716975959456,0.22818180252023165
4,130.0,650.0,3.75,0.3648180522306731,0.24191603358207794
4,140.0,700.0000000000001,3.75,0.34617561539875336,0.24436342198110933
4,150.0,750.0,3.75,0.3367261894677312,0.25784137610626173
4,40.0,200.0,2.5,0.5468560517559948,0.15555009320238405
4,50.0,250.0,2.5,0.5037609245916,0.16685904701806759
4,60.0,300.0,2.5,0.4416244258965423,0.17452430870113586
4,70.0,350.00000000000006,2.5,0.43316758242432096,0.19373460257760947
4,80.0,400.0,2.5,0.4045937244986389,0.20370676004285898
4,90.0,449.99999999999994,2.5,0.36730794662802535,0.18260200947715405
4,100.0,500.0,2.5,0.3396723508159461,0.18854327293308945
4,110.0,550.0,2.5,0.37598023717138807,0.2294235015924908
4,120.0,600.0,2.5,0.37610935376223625,0.24305292876979642
4,130.0,650.0,2.5,0.3654125361169208,0.23110980824128347
4,140.0,700.0000000000001,2.5,0.3385230024368496,0.24168199602064244
4,150.0,750.0,2.5,0.3430110050161172,0.26000216796404274
